iter	Logloss
195	0.23472639
196	0.2340548602
197	0.2333947241
198	0.2329234274
199	0.2323568378
200	0.2319958547
201	0.2315365461
202	0.2311200742
203	0.2304333396
204	0.2298948093
205	0.2294958987
206	0.2287301746
207	0.2282807137
208	0.2276899395
209	0.2273887828
210	0.2269193812
211	0.226525743
212	0.2258816375
213	0.2254895455
214	0.2250557095
215	0.2246483116
216	0.2240090585
217	0.2237100196
218	0.2233996397
219	0.2230433734
220	0.2221378738
221	0.2216713002
222	0.2211112577
223	0.2207226303
224	0.2203775066
225	0.2200414132
226	0.2193314632
227	0.2191779884
228	0.2186501767
229	0.2182220561
230	0.217548666
231	0.2170729184
232	0.2168114532
233	0.2165633093
234	0.2161222072
235	0.2156587637
236	0.215348301
237	0.2148234141
238	0.2145175547
239	0.2139363192
240	0.2133735199
241	0.2130969475
242	0.2126468889
243	0.2120431231
244	0.2117958714
245	0.2112525466
246	0.2110233553
247	0.2106134529
248	0.2101364828
249	0.2096720507
250	0.2095117673
251	0.2092490687
252	0.2089185001
253	0.208593691
254	0.2081281397
255	0.2076457989
256	0.2073776359
257	0.2068638117
258	0.206615729
259	0.2062745821
260	0.2058064623
261	0.2054411966
262	0.2050458179
263	0.2048744078
264	0.2046512515
265	0.2039735118
266	0.2037189969
267	0.2034980325
268	0.2030356575
269	0.2027404829
270	0.2023724699
271	0.2022162738
272	0.2018744843
273	0.2012647967
274	0.2009289063
275	0.2006871539
276	0.2003410648
277	0.1999490658
278	0.19931403
279	0.1990267311
280	0.1983266091
281	0.1979807691
282	0.1976817565
283	0.1973475623
284	0.1970433131
285	0.1965120382
286	0.1960897813
287	0.1956627795
288	0.1953916689
289	0.1950681506
290	0.1948442476
291	0.1945967238
292	0.1941855715
293	0.1938436181
294	0.193573588
295	0.1931283869
296	0.1928495405
297	0.1925662647
298	0.1922707834
299	0.1919109959
300	0.1912806583
301	0.1911584011
302	0.1907429238
303	0.1903510413
304	0.1902042499
305	0.1898198338
306	0.1894807549
307	0.1891094813
308	0.1887785567
309	0.1884953854
310	0.1879068545
311	0.187768932
312	0.1874554782
313	0.1871996597
314	0.1868467621
315	0.1866344766
316	0.1864525244
317	0.186077696
318	0.1858579388
319	0.1857006754
320	0.1852171475
321	0.1848138249
322	0.1845598121
323	0.1841737988
324	0.1840025512
325	0.1835649321
326	0.183022035
327	0.1827386812
328	0.1822687405
329	0.1817760898
330	0.1812163155
331	0.1810461436
332	0.1807921419
333	0.180577412
334	0.1802916803
335	0.1801189785
336	0.1797328901
337	0.1795144532
338	0.1791694496
339	0.1789464175
340	0.1787677609
341	0.1783604183
342	0.1780042922
343	0.1777525125
344	0.1774204516
345	0.1770098123
346	0.176806508
347	0.1765741242
348	0.1764295697
349	0.1758145947
350	0.1756368054
351	0.1753825905
352	0.1750558154
353	0.1746689331
354	0.1743850531
355	0.1742553633
356	0.1739970657
357	0.1738791263
358	0.1737011763
359	0.1732293975
360	0.1729112023
361	0.1728858622
362	0.1727159742
363	0.1725272667
364	0.1722868903
365	0.1716252498
366	0.1712804146
367	0.1710196898
368	0.1706015365
369	0.1703607129
370	0.1699746916
371	0.1697424252
372	0.1696095333
373	0.1694454303
374	0.1688725678
375	0.1686017864
376	0.1680676517
377	0.1678905596
378	0.1674879827
379	0.1671599536
380	0.1669890612
381	0.1668236151
382	0.1665578639
383	0.1663954841
384	0.1660717602
385	0.1658816997
386	0.1656130647
387	0.1649684613
388	0.1644065052
389	0.1639871227
390	0.1637703826
391	0.1634351775
392	0.1632392465
393	0.1631377586
394	0.1627645376
395	0.1626280495
396	0.1623671365
397	0.1621156913
398	0.1620574607
399	0.1616512504
400	0.1615012543
401	0.161283191
402	0.1608558183
403	0.1602606126
404	0.1598011884
405	0.1594442443
406	0.1591485046
407	0.1587053117
408	0.1582663399
409	0.158005113
410	0.157662288
411	0.1574420863
412	0.157219526
413	0.1570627797
414	0.1568591921
415	0.1565739819
416	0.1564844098
417	0.1561721723
418	0.1557731151
419	0.1555302758
420	0.1553114967
421	0.1551064622
422	0.1548981041
423	0.1546128691
424	0.1543981119
425	0.1540255153
426	0.1538798605
427	0.1535895887
428	0.1532719215
429	0.153027598
430	0.1527161811
431	0.1524325327
432	0.1523250628
433	0.1521068499
434	0.1519007364
435	0.1516532937
436	0.1514570693
437	0.1511934177
438	0.1509548331
439	0.1507879687
440	0.1506117091
441	0.1504341445
442	0.150241651
443	0.1500212873
444	0.14986022
445	0.1497087411
446	0.1493603094
447	0.1491112997
448	0.1489647863
449	0.1488083057
450	0.1486605371
451	0.1481662556
452	0.1478685907
453	0.1477497374
454	0.1474535535
455	0.1471325195
456	0.1468347651
457	0.1467247519
458	0.1465376876
459	0.1460779737
460	0.1458546608
461	0.1456642718
462	0.1455635107
463	0.1452497438
464	0.1450610798
465	0.1448456614
466	0.1445172418
467	0.1441983293
468	0.1436911605
469	0.14341076
470	0.1433048774
471	0.1431004261
472	0.1430389199
473	0.1428547379
474	0.1426355645
475	0.142448005
476	0.1420884754
477	0.1418915853
478	0.1416006414
479	0.1412298791
480	0.1408271105
481	0.1404707744
482	0.1403054553
483	0.1398470201
484	0.1396031391
485	0.1392394182
486	0.1390103933
487	0.1386233359
488	0.1383276203
489	0.1381709677
490	0.1374151551
491	0.1371198729
492	0.1368544671
493	0.1366904186
494	0.1364181398
495	0.1362512551
496	0.1359102599
497	0.1357946459
498	0.1354230567
499	0.1351381639
500	0.1348207337
501	0.1346677324
502	0.1343918043
503	0.1340565126
504	0.1337944819
505	0.1333643704
506	0.1331804305
507	0.1328870657
508	0.1322853194
509	0.1319758248
510	0.1318153812
511	0.1316028549
512	0.131352654
513	0.1310330807
514	0.1308281472
515	0.1303669583
516	0.1300482619
517	0.129913229
518	0.1295681509
519	0.1292131258
520	0.1289832246
521	0.1288912836
522	0.1287477241
523	0.1284917135
524	0.1282554558
525	0.1280517539
526	0.12775385
527	0.1273134266
528	0.1270314054
529	0.1266153589
530	0.125924583
531	0.1258151881
532	0.1256642223
533	0.125334288
534	0.1251294608
535	0.1246559594
536	0.1244799258
537	0.1241764628
538	0.1239787762
539	0.1237909736
540	0.1234694835
541	0.1231526924
542	0.1230923935
543	0.1229657381
544	0.1224033179
545	0.1222500768
546	0.1221177948
547	0.1219361004
548	0.1217820339
549	0.1214229199
550	0.1211095185
551	0.1209140058
552	0.1207697276
553	0.1205745216
554	0.1204245563
555	0.1202897496
556	0.1201358759
557	0.1198776459
558	0.119378472
559	0.119330579
560	0.1192400594
561	0.1191296369
562	0.1189986496
563	0.1186444129
564	0.118488572
565	0.1183297902
566	0.1179570501
567	0.1177580527
568	0.1176543554
569	0.1174127293
570	0.1172405702
571	0.1170577794
572	0.1168721144
573	0.116498255
574	0.1160277131
575	0.115764442
576	0.1156946325
577	0.1155826652
578	0.1154641123
579	0.1153215704
580	0.1150455019
581	0.1146235911
582	0.1143910847
583	0.1143063592
584	0.1142092394
585	0.114018127
586	0.1139236436
587	0.1136921863
588	0.1132699039
589	0.1131743344
590	0.1130557471
591	0.1130035012
592	0.1127894637
593	0.1125566408
594	0.1121559587
595	0.1118577896
596	0.1117725896
597	0.1116318299
598	0.1113476614
599	0.1112064857
600	0.110999665
601	0.1106092936
602	0.1103645063
603	0.1101491748
604	0.1099694438
605	0.1097260192
606	0.1095895167
607	0.1093433742
608	0.1092125648
609	0.1090134988
610	0.1087167272
611	0.1086440752
612	0.1083195255
613	0.1082330399
614	0.1081418917
615	0.1081062169
616	0.1078734211
617	0.1077506364
618	0.1073884009
619	0.10725132
620	0.1071215311
621	0.1068553408
622	0.1065526493
623	0.1064865326
624	0.1063444488
625	0.10620659
626	0.1059190671
627	0.1055963596
628	0.105423251
629	0.1051807403
630	0.1048174397
631	0.1045753562
632	0.1041472417
633	0.1040524964
634	0.1038607765
635	0.1037158428
636	0.1035928574
637	0.1034618142
638	0.1033283542
639	0.1031391988
640	0.102892867
641	0.1026718017
642	0.1024987631
643	0.1024075705
644	0.1022269434
645	0.10209936
646	0.1020679103
647	0.1017226474
648	0.1015284307
649	0.1014324629
650	0.1013028034
651	0.1011665274
652	0.1010357892
653	0.1008113433
654	0.1005076667
655	0.1001665779
656	0.09993803906
657	0.09958120501
658	0.09940507982
659	0.09912890923
660	0.09902968651
661	0.09900390347
662	0.09875018054
663	0.09844368726
664	0.09835229005
665	0.09811289092
666	0.09798033091
667	0.09775382361
668	0.09763961512
669	0.09752348594
670	0.09745489357
671	0.09730943691
672	0.0971451515
673	0.0968857772
674	0.09672947744
675	0.09660168655
676	0.09651118514
677	0.09639755202
678	0.09628379739
679	0.09609980575
680	0.09578740806
681	0.09562020005
682	0.09529830614
683	0.09524238235
684	0.09519153345
685	0.09497288685
686	0.09479886997
687	0.09463765207
688	0.09449507782
689	0.09421909025
690	0.09404507289
691	0.09393596587
692	0.0937685942
693	0.09370162887
694	0.09329009985
695	0.0929871067
696	0.09288110477
697	0.09260127246
698	0.09232627388
699	0.09213994281
700	0.09186941367
701	0.09172335425
702	0.09150222741
703	0.09136724135
704	0.09115699169
705	0.09098820818
706	0.09080764986
707	0.09059140653
708	0.09043605972
709	0.09022656889
710	0.09004994348
711	0.08996428562
712	0.08982994418
713	0.08974202062
714	0.08947051376
715	0.08941037639
716	0.08925947534
717	0.08901769428
718	0.08891666359
719	0.08877333216
720	0.08843029117
721	0.08828413055
722	0.08811343177
723	0.0879226666
724	0.08780559997
725	0.08766898038
726	0.08764098324
727	0.08742855267
728	0.08729566158
729	0.08706468286
730	0.0869476367
731	0.08683556173
732	0.08661757125
733	0.08643022733
734	0.08631933015
735	0.08621174061
736	0.08600326763
737	0.08582069988
738	0.08554363817
739	0.08530951561
740	0.08519911259
741	0.08505019288
742	0.08484792933
743	0.08476272136
744	0.08463981124
745	0.084533756
746	0.08434656817
747	0.08426042359
748	0.08421465225
749	0.0840974141
750	0.08395349018
751	0.08374720464
752	0.08365594373
753	0.08348937104
754	0.08344424783
755	0.0832596213
756	0.08322236959
757	0.08310633548
758	0.08306139908
759	0.08285511298
760	0.08262282405
761	0.0825308204
762	0.08228365376
763	0.08214866359
764	0.08212593991
765	0.08193798874
766	0.08176190527
767	0.08162392074
768	0.08146232201
769	0.08130103767
770	0.08116803689
771	0.0810715326
772	0.080886214
773	0.08072428395
774	0.08062542279
775	0.08047078564
776	0.08042678116
777	0.08019054215
778	0.08014717362
779	0.08010671888
780	0.08009594425
781	0.07991985511
782	0.07984372573
783	0.07971065839
784	0.07962202199
785	0.07943814691
786	0.0793151617
787	0.07919250685
788	0.07915155584
789	0.07899910519
790	0.07882908116
791	0.07878989497
792	0.07866321596
793	0.07851623309
794	0.07847648398
795	0.07839612319
796	0.07818750178
797	0.07806435023
798	0.0779684848
799	0.07792420775
800	0.07783883707
801	0.07776879347
802	0.07764494119
803	0.07753782724
804	0.0774040055
805	0.07735527944
806	0.07714465895
807	0.07707290158
808	0.07697480627
809	0.07682788921
810	0.07672347854
811	0.07669303983
812	0.07650542192
813	0.07642415048
814	0.07637542693
815	0.0762611724
816	0.07616301182
817	0.07596695156
818	0.0758901454
819	0.07580295549
820	0.07579268297
821	0.07566259984
822	0.07551798471
823	0.07539132537
824	0.07527888518
825	0.07516521796
826	0.07500888161
827	0.07493002395
828	0.07487062797
829	0.07477766704
830	0.07467907062
831	0.07446929243
832	0.07430298658
833	0.07417127324
834	0.07404057462
835	0.07393002872
836	0.07385124308
837	0.07372717826
838	0.07363281512
839	0.07356418044
840	0.07338173328
841	0.07325175322
842	0.07301300422
843	0.0729134299
844	0.07280310888
845	0.07276982591
846	0.07266546028
847	0.07255505806
848	0.07239765867
849	0.07227433994
850	0.07214199395
851	0.07207445538
852	0.0719448543
853	0.07179247775
854	0.07167762114
855	0.07146543335
856	0.0714207227
857	0.07129018635
858	0.07116383692
859	0.07111227117
860	0.07095475791
861	0.07091072612
862	0.07078104013
863	0.07058961961
864	0.07052041363
865	0.07048746622
866	0.07040754549
867	0.07029167906
868	0.07020560388
869	0.07013352411
870	0.07006871749
871	0.06989732021
872	0.06975736891
873	0.06962114253
874	0.06946999242
875	0.06934965558
876	0.06916879088
877	0.06912871948
878	0.06902137575
879	0.06893642532
880	0.06887922251
881	0.06875972199
882	0.06864331134
883	0.06856002313
884	0.06849017403
885	0.06831903759
886	0.06829770673
887	0.06819436276
888	0.06809508154
889	0.06803474896
890	0.06795308623
891	0.06790115601
892	0.06778009642
893	0.06776635668
894	0.06764841481
895	0.06761230595
896	0.06744884452
897	0.06733135541
898	0.06730644039
899	0.06725581133
900	0.06717988324
901	0.06708381325
902	0.06692740165
903	0.06686130401
904	0.06682007813
905	0.06678536878
906	0.06668705909
907	0.06661501171
908	0.06648298208
909	0.06632089748
910	0.06623734844
911	0.06615277387
912	0.06612326823
913	0.06602422095
914	0.06600274731
915	0.06598104395
916	0.06594232772
917	0.06583702432
918	0.06565481671
919	0.06546239783
920	0.06535182691
921	0.06526907905
922	0.06513312893
923	0.06507584661
924	0.06497698349
925	0.06493247874
926	0.06482733392
927	0.06468448694
928	0.06460782507
929	0.06446965134
930	0.06427713713
931	0.06420128894
932	0.06405944547
933	0.06392552561
934	0.06380763305
935	0.06371970484
936	0.06354862133
937	0.06343801764
938	0.063363816
939	0.06319663186
940	0.06312260793
941	0.06299689799
942	0.06280939181
943	0.06274897791
944	0.06262815259
945	0.06248725536
946	0.06242764742
947	0.06234019654
948	0.06228124121
949	0.06216641126
950	0.06208248882
951	0.0619713726
952	0.06188554754
953	0.06184255974
954	0.06168569963
955	0.06148814005
956	0.0613596981
957	0.06133479975
958	0.06123096901
959	0.06115247352
960	0.06107503549
961	0.06100013132
962	0.06080822621
963	0.06064263826
964	0.06053611138
965	0.0603968744
966	0.06029895469
967	0.06021213736
968	0.06005861021
969	0.05998179653
970	0.05994208565
971	0.05988819216
972	0.0597836886
973	0.05970264668
974	0.05953826002
975	0.0594464161
976	0.05937282174
977	0.05929208109
978	0.05922392048
979	0.05917288016
980	0.05912100234
981	0.05899150507
982	0.05893552367
983	0.05885495914
984	0.05879319162
985	0.05870007005
986	0.05862690554
987	0.05852898428
988	0.05838265497
989	0.05828696244
990	0.05823314173
991	0.05815771744
992	0.05806952117
993	0.05798628668
994	0.05791420983
995	0.05774579164
996	0.05768731618
997	0.05760844709
998	0.05747829361
999	0.05742375227
